participantId,format,code,parsed_code,key_precision,key_recall,key_f1,value_precision,value_recall,value_f1,kv_precision,kv_recall,kv_f1,ted,normalized_ted,tree_similarity
5f7f239e9b204e05b6c36538,json5,"{ ""version"": ""4.4.7""
""repository"":{
""author"":{
    ""authorname"" [
    ""name1""
    ""name2""
    ],
}
""email:
""email1""
""email2""]

""JMember
]""name'
""name3""[]","{'version': '4.4.7', 'email': 'email1'}",0.5,0.125,0.2,1.0,0.125,0.2222222222222222,0.5,0.125,0.2,11.0,0.8461538461538461,0.15384615384615385
678faf5b31008609fd85b185,json5,"version : 
repository: {
    author
    middle name: {
    ismember: true
    }
    type: git
engines
    pnpm: >=8
keywords
    canvas
    responsive
    charts

","{'ismember': True, 'name': {'ismember': True}, 'author': {'middle': 'name'}, 'git': {'engines': 'pnpm'}, '8': {'keywords': 'canvas'}, 'version': 'repository', 'type': 'git', 'pnpm': '>=8'}",0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0769230769230769,-0.07692307692307687
65e85a421f2dee53c62fbf45,json5,"{
version: 4.4.7
}

""repository"": {
author:{
""isMember"": true,
""middle name"": null
}

engines:{
pnpm: >=8

""keywords"": [""Canvas"", ""Charts""]//Responsive
}","{'isMember': True, 'middle name': None, 'version': 4.4, 'items': ['Canvas', 'Charts'], 'author': {'isMember': True, 'middle name': None}, 'engines': {'items': ['Canvas', 'Charts'], 'pnpm': '>=8'}, 'pnpm': '>=8'}",0.18181818181818182,0.25,0.2105263157894737,0.5,0.125,0.2,0.09090909090909091,0.125,0.10526315789473685,16.0,1.0,0.0
666b0b42bb6fa2822fa27a32,json5,"{
    ""version"": 4.4.7 
    
 }  ""repository"" : ""author"": 
          ""middle name"" : }
           ""IsMember"" : true
            ""type"" : git
           
    ""engines"" : ""pnpm"", >=8
}      ""keywords"" : canvas; responsive; charts","{'repository': 'author', 'engines': 'pnpm', 'version': 4.4, 'IsMember': True}",0.25,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.8461538461538461,0.15384615384615385
674f479b2a4ef75e4551f258,json5,"{
""version"" : 4.4.7
'engines' [pnpm] : >=8
{ ""keywords""
 [""canvas"", ""responsive"", ""charts""]
}
""repository"" : [""author
""midddle, name"",
""IsMember"" = true
type = ""git""""]
}","{'version': 4.4, 'items': ['author\r\n""midddle', 'name"",\r\n""IsMember"" = true\r\ntype = ""git'], '8': '""keywords""\r\n [""canvas"", ""responsive"", ""charts""]', 'true': {'type': '='}}",0.2,0.125,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.9230769230769231,0.07692307692307687
60ec51c51a3158a50ded8a3e,json5,"{
    ""version"": ""4-4-7"",
    ""repository"":{
        ""type"": ""git"",
        ""author"":{
            ""middle name"": null,
            ""isMember"": true
        }
    },
    ""engines"":{
        ""pnpm"": "">=8""
    },
    ""keywords"": [""canvas"", ""responsive"", ""charts""]
}","{'version': '4-4-7', 'repository': {'type': 'git', 'author': {'middle name': None, 'isMember': True}}, 'engines': {'pnpm': '>=8'}, 'keywords': ['canvas', 'responsive', 'charts']}",1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,3.0,0.23076923076923078,0.7692307692307692
6647e8618c77f7b938865d25,json5,"{
    version: ""4.4.7"",
    repository: ""npnm"",
    engines: {
        node:"">=8""
    },
    keywords:[""canvas"",""responsive"",""charts""],
     author: {
        fullname: ""Jade name"",
        isMember: true
     },
     type: ""git""
    
}","{'version': '4.4.7', 'repository': 'npnm', 'engines': {'node': '>=8'}, 'keywords': ['canvas', 'responsive', 'charts'], 'author': {'fullname': 'Jade name', 'isMember': True}, 'type': 'git'}",0.4444444444444444,0.5,0.47058823529411764,1.0,0.5,0.6666666666666666,0.4444444444444444,0.5,0.47058823529411764,8.0,0.6153846153846154,0.3846153846153846
5ea90bb434d5e337e98c7edd,json5,"{
""version"":4.47,
""repository"":[
{""author"": ""middle name"":, ""isMember"": true},
{""type"": ""git"",},
]
""engines"": ""pnpm"":<=8
""keywords"": ""canvas"", ""responsive"", ""charts""
}
","{'author': 'middle name', 'type': 'git', 'engines': 'pnpm', 'keywords': 'canvas', 'version': 4.47, 'isMember': True, 'items': ['{""author"": ""middle name"":', 'isMember"": true}', '{""type"": ""git', '}']}",0.1,0.125,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0769230769230769,-0.07692307692307687
67caa7fe00179edfb74d3e1a,json5,"{
    ""categories"": {
        ""purple"": [""engines"", ""keywords""]
        ""gold"": [
        ""left"": [""canva""]
        ""middle"": [""responsive""]
        ""right"": [""charts"", ""pnpm""]
        ],
        ""green"": ["".=8""]
    }
}","{'items': ['engines', 'keywords']}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.9230769230769231,0.07692307692307687
65f4ab7884f8411c9e11a34e,json5,"{
    ""name"": ""figure"",
    ""version"": ""4.4.7"",
    ""type"": ""Repository"",
    ""type"": ""git""
    author: ""middle name""
    {
    isMember: true
    }
    ""engines"": ""pnpm"" >=8
    {
    ""keywords"":
    canvas
    responsive
    charts
    }
}","{'name': 'figure', 'version': '4.4.7', 'type': 'Repository', 'engines': 'pnpm', 'author': 'middle name', 'isMember': True, '8': '""keywords"":\r\n    canvas\r\n    responsive\r\n    charts', 'canvas': {'responsive': 'charts'}}",0.125,0.125,0.125,1.0,0.125,0.2222222222222222,0.125,0.125,0.125,12.0,0.9230769230769231,0.07692307692307687
