participantId,format,code,parsed_code,key_precision,key_recall,key_f1,value_precision,value_recall,value_f1,kv_precision,kv_recall,kv_f1,ted,normalized_ted,tree_similarity
64457bc906c125cebd4bf66b,json5,"{
 ""person"":   
""name"": {
    ""treatment""{
        ""tests"":{
        }
""results"" {
    }??????
    ??????????????????
    ?????????????????
    ???????????
}",{'person': 'name'},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.9444444444444444,0.05555555555555558
673e43cc760355e9e4f042a3,json5,"{
    patients: [
    {
        name: ""John"" ,
        tests: [
        {
            id: 1,
            results: ""Normal""
        },
        {
            id: 2,
            result: ""Elevated Cholesterol""
        }
        
    ]
  },
  {
    name: ""Michael"",
    tests: [
    {
        id: 1,
        result: ""Normal""
    }
   ],
   treatment: ""Regular Monitoring""
  }
 ]
}","{'patients': [{'name': 'John', 'tests': [{'id': 1, 'results': 'Normal'}, {'id': 2, 'result': 'Elevated Cholesterol'}]}, {'name': 'Michael', 'tests': [{'id': 1, 'result': 'Normal'}], 'treatment': 'Regular Monitoring'}]}",0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.8888888888888888,0.9411764705882353,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.05555555555555555,0.9444444444444444
6788c1c724c24dc56b08790a,json5,"{

  patients: [
  {
  name:""John""
  tests: [
  {
      id: 1,
      result: ""Normal""
      },
  }
  id: 2
  result: ""Elevated cholestrol""
}
]
},
{
}
name: ""Michael""
tests: [
{
id:3,
result: ""Normal""
}
],
treatment: ""Regular monitoring""
  ","{'name': 'John', 'result': 'Normal', 'treatment': 'Regular monitoring', 'id': 1, 'patients': ['{\r\n  name:""John""\r\n  tests: [\r\n  {\r\n      id: 1', 'result: ""Normal""\r\n      }', '}\r\n  id: 2\r\n  result: ""Elevated cholestrol""\r\n}'], 'tests': ['{\r\nid:3', 'result: ""Normal""\r\n}']}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.8888888888888888,0.11111111111111116
67c246023b44ca64d40ae45a,json5,"{
    ''patients'':[
    {
        ''name'':'' ''
        ''age'':'''',
        ''treatment'':{
            ''type'':'' '',
            ''medication'': '' ''
            
        }
    }
]

}
","{'items': [""{\r\n        ''name'':'' ''\r\n        ''age'':"", ""'treatment'':{\r\n            ''type'':'' '"", ""medication'': '' ''\r\n            \r\n        }\r\n    }""]}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.9444444444444444,0.05555555555555558
672d98919cc177d28c204e76,json5,"{
    ""patients"": {
    ""name"": ""John"",
        ""tests"": [
            {""id"": 1, ""result"": normal},
            {""id"": 2, ""result"": elevated cholesterol}
            ]
    }
    ""paitents"": {
    ""name"": ""Michael"",
        ""tests"": [
            {""id': 1, ""result"": normal}
            ] 
                ""treatment"": regular monitoring
    }
}","{'name': 'John', 'id': 1, 'items': ['{""id"": 1', 'result"": normal}', '{""id"": 2', 'result"": elevated cholesterol}']}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.9444444444444444,0.05555555555555558
67f1a4f8dd44e7cd5adffa29,json5,"json5
{
    patients:[
    {
        name: {
            firstName: ""..."",
            lastName: ""...""
        },
        dob: {
            year: ""..."",
            month: ""..."",
            day: ""...""
        },
        gender: ""..."",
        tests: [
          {
              name: ""Glucose"",
              result: {
                  value: ""..."",
                  details: {
                      unit: ""mg/dl"",
                      flag: ""high"" // or ""low"",
    ""normal""
                  }
              }
          },
        {
          name: ""Hemoglobin"",
          result: {
              value: ""..."",
              details: {
                  unit: ""g/dl"",
                  flag: ""normal""
              }
          }
    },
      // ... more tests
],
treatment: ""Medication, 
monitoring""
   },
   // ... more patients
   ]
}","{'firstName': '...', 'lastName': '...', 'year': '...', 'month': '...', 'day': '...', 'gender': '...', 'name': 'Glucose', 'value': '...', 'unit': 'mg/dl', 'flag': 'high', 'treatment': 'Medication, \r\nmonitoring', 'patients': ['{\r\n        name: {\r\n            firstName: ""...', 'lastName: ""...""\r\n        }', 'dob: {\r\n            year: ""...', 'month: ""...', 'day: ""...""\r\n        }', 'gender: ""...', 'tests: [\r\n          {\r\n              name: ""Glucose', 'result: {\r\n                  value: ""...', 'details: {\r\n                      unit: ""mg/dl', 'flag: ""high"" // or ""low', 'normal""\r\n                  }\r\n              }\r\n          }', '{\r\n          name: ""Hemoglobin', 'result: {\r\n              value: ""...', 'details: {\r\n                  unit: ""g/dl', 'flag: ""normal""\r\n              }\r\n          }\r\n    }', '// ... more tests'], 'dob': {'year': '...', 'month': '...', 'day': '...'}, 'result': {'value': '...', 'unit': 'mg/dl', 'flag': 'high', 'details': {'unit': 'mg/dl', 'flag': 'high'}}, 'json5': 'patients:[\r\n    {\r\n        name: {\r\n            firstName: ""..."",\r\n            lastName: ""...""'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0975609756097562,-0.09756097560975618
672ca6c0324ac26cdc0dd298,json5,"{
    ""name"" ""john"" ,
    ""bests"" : [
    {
        ""name"": ""Micheal"",
        ""tests"": [
        {
            ""treatment"":
""regular monitoring""        
               ""results"":
 ""Normal""      
 
    },
   {
       ""results"":
""Elevated cholestorol""   
      }
   ]
    } ","{'name': 'Micheal', 'treatment': 'regular monitoring', 'results': 'Normal', 'items': ['{\r\n        ""name"": ""Micheal', 'tests"": [\r\n        {\r\n            ""treatment"":\r\n""regular monitoring""        \r\n               ""results"":\r\n ""Normal""      \r\n \r\n    }', '{\r\n       ""results"":\r\n""Elevated cholestorol""   \r\n      }']}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.9444444444444444,0.05555555555555558
5b68c9eb87af310001584803,json5,"( 
""Patients"": 

name
michael

tests
id
1
result
normal

treatment
regualr monitoring




name

john

tests

id
1

result
normal

id 
2
result
elevated cholestrol ","{'name': {'michael': 'tests'}, 'id': {'1': 'result'}, 'normal': {'treatment': 'regualr'}, 'monitoring': {'name': 'john'}, 'tests': {'id': '1'}, 'result': {'normal': 'id'}, '2': {'result': 'elevated'}}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.1666666666666667,-0.16666666666666674
67e17bac09359e09118892b4,json5,"there is 2 patient s called Jonh and Micheal ,Jonh runns test id  1 results it was normal and id 2 results is elevated cholesterol 

Micheal runns tests id 1 results were normal a day he get treatment for regular monitoring ","{'there': {'is': '2'}, 'patient': {'s': 'called'}, 'Jonh': {'and': 'Micheal', 'runns': 'test'}, 'id': {'1': 'results'}, 'it': {'was': 'normal'}, 'and': {'id': '2'}, 'results': {'is': 'elevated', 'were': 'normal'}, 'cholesterol': {'Micheal': 'runns'}, 'tests': {'id': '1'}, 'a': {'day': 'he'}, 'get': {'treatment': 'for'}}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.16,-0.15999999999999992
6606b31155457e4f162ecf5a,json5,"{
    ""patients"": [
    {
        ""name"": ""john"",
        ""tests"": [
        {
            ""id"": 1,
            ""result"": ""normal""
        
        },
        {
             ""id"": 2,
            ""result"": ""Elevated Cholesterol""
        }
        ]
    },
    {
         ""name"": ""Michael"",
        ""tests"": [
        {
            ""id"": 1,
            ""result"": ""normal""
       }
       ],
       ""treatment"": ""Regular Monitoring"",
    }
    ]
}","{'patients': [{'name': 'john', 'tests': [{'id': 1, 'result': 'normal'}, {'id': 2, 'result': 'Elevated Cholesterol'}]}, {'name': 'Michael', 'tests': [{'id': 1, 'result': 'normal'}], 'treatment': 'Regular Monitoring'}]}",1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,0.16666666666666666,0.8333333333333334
