participantId,task,format,code,start_time,end_time,duration_sec,help_count,char_count,char_per_sec,normalized_time
67895b7d6400163124042af7,writing-task-config,jsonc,"{
    // version details
    ""version"": ""4.4.8"", // software version
    
    //repository information
    ""repository"": ""4.4.8""
     ""author"": {
         ""middleName"": null, // no middle name given
          ""ismember"": true // indicate membership status
     }
{,
// keywords for categorization
""keywrods"": [
    ""type"", // Dta type
    ""canvas"", // Graphics-related functionality
    ""responsive"", // Responsive design
    ""charts"" // Charting abilities
    ]
}",1747336194056,1747336876921,682.865,0,464,0.5296009078872707,1289.3954482142858
659960f32faa4ff4b116de92,writing-task-config,toml,"version = 4.4.7
[repository]
type = ""git""
[repository.author]
name = ""Alice""
isMember= true
[engines]
pnpm = "">=8""
keywords = [""canvas"", ""responsive"", ""charts""]
",1747174236780,1747175177415,940.635,27,161,1.8734912101420298,502.07601450592887
5f7f239e9b204e05b6c36538,writing-task-config,json5,"{ ""version"": ""4.4.7""
""repository"":{
""author"":{
    ""authorname"" [
    ""name1""
    ""name2""
    ],
}
""email:
""email1""
""email2""]

""JMember
]""name'
""name3""[]",1746772539421,1746773057599,518.178,0,153,1.071070725218533,483.7943823870968
67b8636acd5ed420cc098b64,writing-task-config,toml,"version = ""4-4-7""
(repository)
(repository.author)
middle _name =""""
Ismember =true 

(repository.type)
git = """"

(engines)
pnpm = "">8""

keywords = {""canvas"",""responsive"",""charts""}",1747175207986,1747176367954,1159.968,0,179,0.7183539432500384,1614.758310857143
57ca4b09993b08000192297b,writing-task-config,xml,"<version>4.4.7</version>
<repository>
    <author>
        <middle_name=""""/>
        <IsMember>true</IsMember>
    </author>
    <type>git</type>
</repository>
<engines>
    <pnpm> >=8 </pnpm>
</engines>
<keywords>canvas</keywords>
<keywords>responsive</keywords>
<keywords>charts</keywords>",1747173238748,1747173603870,365.122,1,291,1.8542227716215618,196.91377195238098
67d1cc8044430e99a7d91b4a,writing-task-config,toml,"version = ""4.4.7""

[resposity] 
type = ""git
author.middle-name= ""same"" 
author.isMember = true

[engines] 
npm = "">=8""

keywords = [""canvas"",""responsive"",""charts""]
",1746779635799,1746780186521,550.722,0,164,0.3925502682426833,1402.9336993333334
6693ce87e76d32ccf07fbcd8,writing-task-config,xml,"<?xml version = ""4.47"" encoding = ""UTF-8""?>
<repository>
    <author>
        <middle_name></middle>
        <IsMember>true</IsMember>
    </author>
    <type>git</type>
</repository>
<engines>
    <pnpon> >=8 </pnpon>
</engines>
<keywords>
    <canvas></canvas>
    <responsive></responsive>
    <charts></charts>
</keywords>",1746770255182,1746771314848,1059.666,3,326,0.7032541295124596,1506.80380751497
680ebf035ab59d342f31726e,writing-task-config,hjson,"{
version: 4.4.7
repository:
 author:
  "middle name": '''

  IsMember:
   true
  type:
   git
engines:
 pnpm:
  >=8
keywords:
  canvas
  responsive 
  charts
}",1747175682882,1747176992386,1309.504,0,158,0.8395246896579186,1559.8159483952568
67f0d86fabc081fdc410e828,writing-task-config,yaml,"version: 4.4.7
Repository:
          : author
          - middle name: ~
          - Is member : true
          : type
          - git
engines:
          - pnpm
          >=8
keywords:
          - canvas
          - responsive
          - charts",1746770271259,1746770948891,677.632,1,245,0.8669026953738606,781.6701962239998
6691809035e52ca9b2b0f39a,writing-task-config,yaml,"version: 4.4.7
repository:
    author:
      middle name: ~
      IsMember:
    type:
      git:
engines:
    pnpm: >=8
keywords:
    canvas
    responsive
    charts
    
       ",1747174790424,1747176308267,1517.843,17,179,0.7006772070903736,2166.2514273911984
678faf5b31008609fd85b185,writing-task-config,json5,"version : 
repository: {
    author
    middle name: {
    ismember: true
    }
    type: git
engines
    pnpm: >=8
keywords
    canvas
    responsive
    charts

",1747346459131,1747346828168,369.037,2,163,1.5038891559730285,245.38843074590164
65e85a421f2dee53c62fbf45,writing-task-config,json5,"{
version: 4.4.7
}

""repository"": {
author:{
""isMember"": true,
""middle name"": null
}

engines:{
pnpm: >=8

""keywords"": [""Canvas"", ""Charts""]//Responsive
}",1746776587756,1746778178576,1590.82,0,153,0.6776695726361887,2347.48624438247
666b0b42bb6fa2822fa27a32,writing-task-config,json5,"{
    ""version"": 4.4.7 
    
 }  ""repository"" : ""author"": 
          ""middle name"" : }
           ""IsMember"" : true
            ""type"" : git
           
    ""engines"" : ""pnpm"", >=8
}      ""keywords"" : canvas; responsive; charts",1746769662973,1746770323318,660.345,20,227,1.130998330431036,583.8602783333333
6708da9c62672d0fe65b6683,writing-task-config,jsonc,"())   ""version""4.4.7
()     ""repository""author,type,git,middlename,IsMember,true
()      ""engines"" pupm,>=8
()      ""keywords""cavas,responsive,charts
()   ()""""",1747173631700,1747174056584,424.884,0,159,0.8110300081103001,523.881972
60f70af563ef757f65e750e0,writing-task-config,xml,"</version> 
    <4.4.7>
</repository>
    <author>middle name</author>
    <IsMember>true</IsMember>
</engines>
    <pnpm>>=8</pnpm>
</keywords>
    <canvas>    
    </responsive>
    </charts>
    ",1746769163580,1746769864211,700.631,7,198,1.6202784573412063,432.4139451620553
670f9ddb0e32533c222c3031,writing-task-config,json,"version{4.4.7}
            repository:author""middle name: IsMember{true}
                          type> git
 engines-pupm->=8  
 
 
 
keywords :{cavas}
          :responsive""
          :chart""",1746769235431,1746770101228,865.797,1,193,0.39195116079185766,2208.941027884273
67d03135f855dd0ff0994265,writing-task-config,toml,"version =''4.4.7''
repository= ''github.com/user/repo''
engines =[''1.4.0''] pnp
processing =''3.5.4'' 
name=''John Ban''
email= ''John.Ban@outmail.com
keywords =[''canvas'', ''responsive'',''charts'']",1746770102648,1746771266799,1164.151,0,201,0.6975076104575311,1669.0154810445347
674f479b2a4ef75e4551f258,writing-task-config,json5,"{
""version"" : 4.4.7
'engines' [pnpm] : >=8
{ ""keywords""
 [""canvas"", ""responsive"", ""charts""]
}
""repository"" : [""author
""midddle, name"",
""IsMember"" = true
type = ""git""""]
}",1747338704836,1747339639412,934.576,1,169,0.9637832399396985,969.6952190810811
5ee4a14b578f8a000b384376,writing-task-config,yaml,"version: 4.4.7
repository:
    author: 
        middle name: null
        IsMember: true
    type: git
engines:
    pnpm: >=8
keywords:
    - canvas
    - responsive
    - charts",1746768132942,1746768543997,411.055,9,178,1.6948130681475626,242.53707250988143
63af557b3d4f219c3226b7d6,writing-task-config,yaml,"# Example of a YAML format
version: 4-4-7
repository:
    author:
        -middle name:
            - null
            - true
    type:
        - git
engines:
    - pmpm  
        >=8
keywords:
    -canvas
    - responsive
    - charts
    ",1747334379641,1747334864641,485.0,1,240,2.428213528618231,199.73531746031745
65583ffa38bfc41805a553cd,writing-task-config,hjson,"{
 version: 4.4.7
 
 repository: { author, type.
author: "middle name"= null, 
isMember=true.
type: git
}
engines: pnpm//>=8
keywords: canvas, responsive, charts.",1747181410513,1747182418322,1007.809,12,160,0.8835749723882822,1140.603832718254
66684d30d1a0d64a3a348c82,writing-task-config,yaml,"version: 4.4.7
repository:
    type: git
    author:
        middle name: ishSensher
        isMember: true
engines:
    -pnpm
    -<18
keywords:
    -canvas
    -responsive
    -charts",1747335268099,1747335724516,456.417,0,185,1.1580829132219062,394.11426832142854
60ec51c51a3158a50ded8a3e,writing-task-config,json5,"{
    ""version"": ""4-4-7"",
    ""repository"":{
        ""type"": ""git"",
        ""author"":{
            ""middle name"": null,
            ""isMember"": true
        }
    },
    ""engines"":{
        ""pnpm"": "">=8""
    },
    ""keywords"": [""canvas"", ""responsive"", ""charts""]
}",1747334946318,1747335291008,344.69,2,263,1.9161749498144656,179.88440984126984
671bdd06525adeea062a1d73,writing-task-config,json,"{
    ""version"": 4.4.7,
    ""repository"": {
        ""author"": {
            ""middle name"": """",
            ""isMember"": true
        },
        ""type"": ""git""
    },
    ""engines"": {
        ""pnpm"": "">=8""
    },
    ""keywords"": [""canvas"", ""responsive"", ""charts""]
}",1747173202628,1747173374862,172.234,0,262,1.913410578427055,90.014135984127
6647e8618c77f7b938865d25,writing-task-config,json5,"{
    version: ""4.4.7"",
    repository: ""npnm"",
    engines: {
        node:"">=8""
    },
    keywords:[""canvas"",""responsive"",""charts""],
     author: {
        fullname: ""Jade name"",
        isMember: true
     },
     type: ""git""
    
}",1747361833356,1747362184159,350.803,0,236,0.7159344089531893,489.99321112800004
613a541cf948d295c1df8752,writing-task-config,jsonc,"{
    {
        ""version:"" ""447"",
    },
    {
        ""repository:"" [
            {
            ""author""
            {
                ""middle name:"" ""null""
                ""isMember:"" true
            }
        }
        {
            ""type""
            {""git""
            }
        }
        ]
    },
    {
        ""engines:""
        {
            ""pnpm:"" >=8
        }
    },
    {
        ""keywords:""
        {
            ""canvas"",
            ""responsive"",
            ""charts""
        }
    }
}
    
        
    ",1746768116715,1746769270011,1153.296,36,521,1.960570743927677,588.2450319999999
5e5c993cd0394c474f7cc502,writing-task-config,toml,"version = 4.4.7
[[repository]]
[author]
middle name = 
IsMember = true
[type]
type = git
 
engines = { pnpm >=8 }

keywords = [""canvas"", ""responsive"", ""charts""]",1747618780152,1747619418685,638.533,17,160,2.701671858114551,236.3473558352941
67c045fa5074c5500ca40e76,writing-task-config,xml,"<root>
<version>4.4.7</version>
<respository>
<authot>
<middle_name></LsMember</middle_name>
<isMember>true></isMember>
</author>
<type>git</type>
</repository>
<engines>
 <npm>>=6</npm>
 </engines>
   <keywords>
     <keyword>canvas</keyword>
     <keyword>responsive</keyword>
     <keyword>charts</keyword>
     </keywords>
     
        ",1746773493379,1746774596856,1103.477,0,339,0.3965506700880177,2782.688526929167
67d2eaf9d5996dc6be1c7072,writing-task-config,xml,"<?xml version=""1.0"" encoding=""UTF-8""?>
<root>
    <version>4.4.7</version>
    <type>pnpm</type>
    </repository>
    <keywords>canvas</keywords>
    <keywords>responsive</keywords>
    <keywords>charts</keywords>",1746770353682,1746771054243,700.561,0,214,0.9811164401499428,714.044705940239
60e2ebb6ad1d5ee0e515a7c5,writing-task-config,yaml,"version: 4.4.7
Respository
-Author:
     middle name
     is member: true
-Type:
   git
Engines:pnpm
        >=8
Keywords:
  -canvas
  -responsive
  -charts
  ",1746768597159,1746769195680,598.521,13,159,0.9097111667045713,657.92420925
67153c0d669d191ab273b865,writing-task-config,yaml,"Version: 4-4-7
engines: popm >=8
is Developer: True
skills:
- python
- javaScript
- YAML
keywords:
 canvas
 responsive
 charts
 Repository:
 author, type, git
 module name
 1st member: True
",1747176711083,1747177468160,757.077,11,190,0.6137144394048681,1233.5981547609563
