participantId,task,format,code,start_time,end_time,duration_sec,help_count
6697c8b6d9d7baa7edd8c4d3,modifying-task-tabular-3,hjson,,1745933569792,1745933692031,122.239,0
6672d878f68b9e349b56e871,modifying-task-tabular-1,toml,,1746145384005,1746145530741,146.736,0
669b961e1c9cf30a26bb57d2,modifying-task-tabular-4,xml,,1746233081426,1746233096970,15.544,0
673e43cc760355e9e4f042a3,modifying-task-tabular-2,json5,,1746564284742,1746564325359,40.617,0
67c246023b44ca64d40ae45a,modifying-task-tabular-1,json5,,1745941524703,1745941691397,166.694,0
67c246023b44ca64d40ae45a,modifying-task-tabular-2,json5,,1745941698138,1745941721237,23.099,0
67c246023b44ca64d40ae45a,modifying-task-tabular-3,json5,,1745941727849,1745941756701,28.852,0
6787e4bd2bf9557a90208f03,modifying-task-tabular-2,yaml,,1746388545976,1746388626840,80.864,0
67e4920c40c9561040ca01d0,modifying-task-tabular-1,xml,,1745931031317,1745931196038,164.721,0
67e4920c40c9561040ca01d0,modifying-task-tabular-2,xml,,1745931211335,1745931264551,53.216,0
67e4920c40c9561040ca01d0,modifying-task-tabular-3,xml,,1745931275646,1745931456787,181.141,0
67e4920c40c9561040ca01d0,modifying-task-tabular-4,xml,,1745931464351,1745931484545,20.194,0
67f1a4f8dd44e7cd5adffa29,modifying-task-tabular-2,json5,,1746390216332,1746390251761,35.429,0
67f1a4f8dd44e7cd5adffa29,modifying-task-tabular-3,json5,,1746390256428,1746390260153,3.725,0
67f1a4f8dd44e7cd5adffa29,modifying-task-tabular-4,json5,,1746390265161,1746390268513,3.352,0
672ca6c0324ac26cdc0dd298,modifying-task-tabular-3,json5,,1746524488690,1746524542030,53.34,0
67d7fa657f5ac0292a291a38,modifying-task-tabular-2,hjson,,1746146507274,1746146531446,24.172,0
677d185800ab83d1b0185d82,modifying-task-tabular-2,jsonc,,1746151448504,1746151474269,25.765,0
677d185800ab83d1b0185d82,modifying-task-tabular-3,jsonc,,1746151494646,1746151536181,41.535,0
677d185800ab83d1b0185d82,modifying-task-tabular-4,jsonc,,1746151555894,1746151574552,18.658,0
5b68c9eb87af310001584803,modifying-task-tabular-4,json5,,1746384708116,1746384715649,7.533,0
67e17bac09359e09118892b4,modifying-task-tabular-1,json5,,1746147654602,1746147809381,154.779,1
67e17bac09359e09118892b4,modifying-task-tabular-2,json5,,1746147816060,1746147839123,23.063,0
67e17bac09359e09118892b4,modifying-task-tabular-3,json5,,1746147845389,1746147878986,33.597,0
66781db404eab5e142f849d9,modifying-task-tabular-3,jsonc,,1746499902041,1746500127889,225.848,0
65be552ceed6a0595fa1feb5,modifying-task-tabular-2,json,,1746385091385,1746385109194,17.809,0
67e12acb51605ac16c227598,modifying-task-tabular-2,jsonc,,1746147930538,1746147976533,45.995,0
67e12acb51605ac16c227598,modifying-task-tabular-4,jsonc,,1746148115899,1746148180108,64.209,0
67d548b5aa5737666a77a6d2,modifying-task-tabular-4,json5,,1746149245031,1746149315054,70.023,0
67ab57e88fd0774428bd1f32,modifying-task-tabular-1,xml,,1746149960499,1746150083825,123.326,0
67ab57e88fd0774428bd1f32,modifying-task-tabular-2,xml,,1746150127955,1746150147985,20.03,0
667983594f7d5d70a78c6e5a,modifying-task-tabular-1,json,,1746146684365,1746147205083,520.718,0
667983594f7d5d70a78c6e5a,modifying-task-tabular-2,json,,1746147214062,1746147365124,151.062,0
6787d648d7b1963c661f9443,modifying-task-tabular-2,json5,,1746155926878,1746155933521,6.643,0
6787d648d7b1963c661f9443,modifying-task-tabular-4,json5,,1746156046427,1746156064766,18.339,0
66a662a0a709312db9de01f2,modifying-task-tabular-1,jsonc,,1746157377160,1746157461864,84.704,0
66a662a0a709312db9de01f2,modifying-task-tabular-2,jsonc,,1746157473979,1746157496831,22.852,0
67ab650c320eccf6141d4010,modifying-task-tabular-3,jsonc,,1746147443057,1746147473168,30.111,0
